ID-ES,TERM-ES,,ID,TERM,Qualifier,,FINAL DEFINITION,BIBLIOGRAPHY,SYNONYMS,Observations,"OTRAS OBSERV
"
733,Paramentos civiles,,733,Civil Paraments,,,It refers to all the coverings and textile decorations used in civil spheres.,"Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
833,Humeral,,833,Humeral Veil,,,"n. From the Latin ""humerus"" meaning shoulder, and ""humerāle"" meaning covering for shoulders. An element of liturgical garments, it is a shawl worn laid in the shoulders of the priests and/or deacons during some ceremonies as benedictions or processions, to cover the hands when holding the Blessed Sacrament. The colour of the veil depends on what colour indicates the Code of Rubrics. ","Livingstone, E.A. (ed.) The Concise Oxford Dictionary of the Christian Church. Oxford: Oxford University Press, 2014.",,,
834,Kesa,,834,Kesa,,,"n. The Japanese term ""kesa"" comes from the Sanskrit term ""kaṣāya"", which indicates the Indian origin of the robe. It is the Buddhist monk's outer garment with a rectangular or trapezoidal shape, usually worn draped diagonally. ","Keown, Damien. A Dictionary of Buddhism. Oxford: Oxford University Press, 2004. https://www.artic.edu/exhibitions/3031/kesa-japanese-buddhist-monks-vestments",,,
734,Romanticismo,,734,Romanticism,,,"Simplyfying its definition, Romanticism could be seen as a late 18th to early 19th century reaction against the reason of the Enlightenment and the order of Neoclassicism. Implicit to this process were beliefs in the primacy of individual experience and in the irrational as well as the rational. The word itself was derived from the late medieval Romance, seen as a fruitful literary alternative to the traditions of Classicism. Nature, hitherto viewed as an ordered part of man's environment, was seen as an elemental force inspiring an emotional reaction in man and a concomitant interest in landscape painting of all types.","Clarke, Michael. The Concise Oxford Dictionary of Art Terms (2nd ed). Oxford: Oxford University Press, 2010. (online)",,,
735,Bolsa de corporales,,735,Burse,,,"n. From the Latin ""bursa"" and the French ""bourse"" meaning purse. From previous forms as ""burss(e)"" ""buss"" ""burze"" ""byrse"". It is a type of wallet or receptacle for the corporal or linen cloth used to cover the elements of the Eucharist. It measures about 12 inch, in a square shape, and is covered with silk of the appropriate liturgical colour.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]; Devonshire Jones, Tom; Murray, Linda; Murray, Peter (eds.) The Oxford Dictionary of Christian Art and Architecture (2nd ed). Oxford: Oxford University Press, 2013",,,
,,,,,,,,,,,
737,Dosel,,737,Canopy,civil,,"n. From the 15th century ""canape"" and the French ""canapé"" or ""conopée"". A textile covering suspended to cover a throne, a bed, couch, shrine, etc. to protect or shade the place it covers.","Livingstone, E.A. (ed.) The Concise Oxford Dictionary of the Christian Church. Oxford: Oxford University Press, 2014;  Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
738,Manto,,738,Mantle,religious,,"n. From Old and Middle English ""mentel"" ""mantal"" ""mantille"" ""mantyl"". It is, in general, a loose sleeveless and protective garment or blanket with religious or liturgical uses.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
739,Colgadura,,739,Wall hanging,,,"Any of the large decorative pieces made of fabric hung on the wall of a room, that may have embossed, printed or woven designs.","Stevenson, Angus, ed. Oxford Dictionary of English. 3rd ed. Oxford University Press, 2010;  Tortora, Phyllis, y Ingrid Johnson. The Fairchild Books Dictionary of Textiles, 2015.",wall cloth,,
740,Dosel,,740,Canopy,religious,,"n. From the 15th century ""canape"" and the French ""canapé"" or ""conopée"". A textile covering suspended to cover an altar, religious image or even the Blessed Sacrament.","Livingstone, E.A. (ed.) The Concise Oxford Dictionary of the Christian Church. Oxford: Oxford University Press, 2014;  Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
741,"Cortina de cama
",,741,Canopy bed curtains,,,"It referst to the set of curtains or hung on a canopy of a bed. They are used for decoration, privacy, control the entry of light or drafts.",,,,
742,Motivo,,742,Motif,,,"n. A termb borrowed from the French ""motive"" ""motif"". Any emblem or pattern that is worked embroided or stitched on fabrics, cloths, etc. It is any usually recurrent picture used as decoration on textiles.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
743,Motivo floral,,743,Floral motif,,,"Any emblem or pattern that is worked embroided or stitched on fabrics, cloths, etc. in which any flower form is represented.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
744,Motivo vegetal,,744,Vegetal motif,,,"Any emblem or pattern that is worked embroided or stitched on fabrics, cloths, etc. in which any vegetable and/or plant form is represented.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
745,Motivo geométrico,,745,Geometrical motif,,,"Any emblem or pattern that is worked embroided or stitched on fabrics, cloths, etc. in which any geometrical form appears.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
818,Motivo abstracto,,818,Abstract motif,,,"Any emblem or pattern that is worked embroided or stitched on fabrics, cloths, etc. in which any abstract form appears.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
746,Motivo heráldico,,746,Heraldic motif,,,"Any emblem or pattern that is worked embroided or stitched on fabrics, cloths, etc. in which any heraldic emblem form is represented.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
747,Motivo zoomórfico,,747,Zoomorphic,,,"Any emblem or pattern that is worked embroided or stitched on fabrics, cloths, etc. in which any zoomorphic form is represented.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
748,Motivo arquitectónico,,748,Architectural motif,,,"Any emblem or pattern that is worked embroided or stitched on fabrics, cloths, etc. in which any architectural form appears.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
,,,,,,,,,,,
750,Hoja,,750,Leaf,,,"n. A term inherited from Germanic ""lāf"" ""louf"" ""loof"" ""loub"" ""lauf"", among others. A flattened structure of a higher plant, typically green and blade-like, that is attached to a stem directly or via a stalk, and in most plants is the chief organ of photosynthesis and transpiration; one of the parts of a plant which collectively constitute its foliage.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
751,Pájaro,,751,Bird,,,"n. From Old English ""brid"" ""bird"" and Middle English ""bridd"" ""byrd"" ""bryd"" ""bridde"" ""brede"". Any feathered vertebrate animal: a member of the second class (Aves) of the great Vertebrate group, the species of which are most nearly allied to the Reptiles, but distinguished by their warm blood, feathers, and adaptation of the fore limbs as wings, with which most species fly in the air.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
752,Motivo frutal,,752,Fruit motif,,,"Any emblem or pattern that is worked embroided or stitched on fabrics, cloths, etc. in which any fruit form appears.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
753,Piña,,753,Pineapple,,,"n. Formed within English, by compounding. The juicy edible fruit of a tropical American bromeliad, Ananas comosus, a large multiple fruit developed from a conical spike of flowers, which has yellow flesh surrounded by a tough segmented skin and is topped by a tuft of stiff spiky leaves. Also: the plant bearing this fruit, which is widely cultivated in tropical countries and in hothouses.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
754,Jarrón,,754,Vase,,,"n. From the French ""vase"" and Latin ""vās"". An ornament having the form of a vase, commonly of a circular section. ","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
755,Corona,,755,Crown,,,"n. From the Old English ""coren"" ""corona"" ""coruna"" and Middle English ""corown"" ""corowne"" ""corun"" among others. An ornament for the head, usually made of or decorated with precious metals and jewels, worn by a monarch (or a queen consort) as a mark or symbol of sovereignty.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
756,Lazo,,756,Ribbon,motif,,"n. From previous forms as ""rebond"" ""rebonnd"" ""rybbon"". Anything that forms a narrow strip or that is suggestive of a ribbon.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
757,Cinta,,757,Loop,,,"n. A word with no clear etymology. The doubling or return into itself of a portion of a string, cord, thong, or the like, so as to leave an aperture between the parts; the portion so doubled, commonly fastened at the ends. Often used as an ornament for dress. ","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]","loop, tie",,
758,Inscripción,,758,Inscription,,,"n. From the Latin ""inscriptiōn-em"", meaning to inscribe. A piece of writing or lettering upon something; a set of characters or words written, engraved, or otherwise traced upon a surface; esp. a legend, description, or record traced upon some hard substance for the sake of durability, as on a monument, building, stone, tablet, medal, coin, vase, etc.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
759,Ramo,,759,Bunch,,,"n. Probably from an onomatopoeic origin. A collection or cluster of things of the same kind, either growing together or fastened closely together in any way, as a bunch of flowers.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
760,Guirnalda,,760,Garland,,,"n. From the Old French ""garlande"" ""gerlande"" and Middle English ""ger(e)lande"" ""ger(e)lond"" ""garlande"", among other forms. The representation of a garland (a wreath made of flowers, leaves, etc., worn on the head like a crown, or hung about an object for decoration) in metal, stone, fabric, etc. ","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",wreath,,
761,Granada,,761,Pomegranate,,,"n. A borrowing from French ""pome gernate"" ""pomme granade"". From the Middle English ""pomegarned"" ""pumgarnade"", among others. The fruit of the tree Punica granatum, a large many-celled berry with a leathery yellow, orange, or red rind, a persistent calyx, and numerous seeds that are each surrounded by an acid-sweet pink or red pulp.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
762,Estrella,,762,Star,,,"n. A term inherited from Germanic. From the Old Frisian ""stēra"", but also from the Latin ""stella"". A celestial object, and related figurative and extended uses.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
763,Palma,,763,Palm,,,"n. From diverse origins. It is partly a borrowing from the Latin ""palma"" and partly from the French ""palme"". A leaf, branch, or frond from a palm tree, especially one carried or worn as an emblem or symbol.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
764,Medallón,,764,Medallion,,,"n. A term that is borrowed from the Italian ""medaglione"". A large medal worn as an ornament on a chain around the neck or something resembling a large medal, or the style of representation used on such a medal.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
765,Cardo,,765,Thistle,,,"n. From the Old English ""þistil"". The common name of the prickly herbaceous plants of the genus Carduus and several closely allied genera, having the stems, leaves, and involucres thickly armed with prickles, the flower-heads usually globular, and the flowers most commonly purple; many species are abundant as weeds.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
766,Arabesco,,766,Arabesque,,,"n. A term borrowed from French, combined with English elements and modelled on an Italian item. A decorative pattern consisting of flowing lines (typically of branches, leaves, and flowers) that scroll or interlace. Also as a mass noun: decoration or ornamentation employing patterns of this type.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
767,León,,767,Lion,,,"n. A term adopted of Anglo-Norman ""liun"", after Old English ""léa"" ""lío"" ""léo"" and Middle English ""leoun"" ""liun"" ""leone"" among others. A large carnivorous quadruped, Felis leo, now found native only in Africa and southern Asia, of a tawny or yellowish brown colour, and having a tufted tail. The male is distinguished by a flowing shaggy mane.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
768,Rombo,,768,Rhombus,,,"n. A term borrowed from Latin ""rhombus"". In geometry, a plane rectilinear figure having four equal sides and equal opposite angles; spec. one having no right angles, as contrasted with a square; an oblique equilateral parallelogram.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
,,,,,,,,,,,
,,,,,,,,,,,
771,"Águila 
",,771,Eagle,,,"n. A borrowing from French ""eagle"". Any of various large diurnal birds of prey of the family Accipitridae, typically having a heavy hooked bill and long broad wings, and noted for their keen sight and powerful soaring flight.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
772,Águila bicéfala,,772,Double-Headed eagle,,,"n. Any image of an eagle, any of various large diurnal birds of prey of the family Accipitridae, with a double head or with two heads. Used, normally, as an icon and in emblems. ","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
773,Ángel,,773,Angel,,,"n. A term partly from the French ""aungel"" and from the Latin ""angelus"". It refers to any celestial being, considered intermediate between GOd and humanity acting as attendants, messengers or agents of God, with their related senses. Present in Judaism, Christianity and Islam. ","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
774,Dragón,,774,Dragon,,,"n. From the French ""dragon"" and the Latin ""dracōn-em"" ""draco"". A mythical monster, represented as a huge and terrible reptile, usually combining ophidian and crocodilian structure, with strong claws, like a beast or bird of prey, and a scaly skin; it is generally represented with wings, and sometimes as breathing out fire. The heraldic dragon combines reptilian and mammalian form with the addition of wings.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
775,Cenefa,,775,Edge,,,"n. From the Old English ""ęcg"" and Middle English ""egge"" ""agge"" ""hegge"" among others. The trimming of the edge, that is, the trimming which forms an edge to anything; a border, fringe, etc. sewn on the edge of a garment; a border surrounding a flower-bed; and the like.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",border,,
776,Greca,,776,Fret,,,"n. From the Old French ""frete"". A representation of an ornamental interlaced work; a net; an ornament consisting of jewels or flowers in a network.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",fretwork,,
,,,,,,,,,,,
778,Cruz griega,,778,Greek cross,,,"n. A term with several forms. From the Old English ""ród"" it changed to the Latin ""cruc-em"" ""crux"" ""crucis"" and lately, in Middle English ""crosse"" ""cross"" ""croce"". It refers to a stake, generally with a transverse bar, of the same length, which was an instrument of crucifiction. A representation or delineation of a cross on any surface, varying in elaborateness from two lines crossing each other to an ornamental design painted, embroidered, carved, etc.; used as a sacred mark, symbol, badge, or the like. ","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
779,Cruz latina,,779,Latin cross,,,"n. A term with several forms. From the Old English ""ród"" it changed to the Latin ""cruc-em"" ""crux"" ""crucis"" and lately, in Middle English ""crosse"" ""cross"" ""croce"". It refers to a stake, generally with a transverse bar, of less length, which was an instrument of crucifiction. A representation or delineation of a cross on any surface, varying in elaborateness from two lines crossing each other to an ornamental design painted, embroidered, carved, etc.; used as a sacred mark, symbol, badge, or the like. ","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
780,Capullo,,780,Coccoon,,,"n. From the French ""cocon"", later ""coucon"", derived from ""cocque"" that means shell. It refers to the envelope or case of silky threads, but also transferred to similar structures made by other animals, as a covering to enclose them in the chrysalis state.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
781,Zarza,,781,Bramble,,,"n. From the Old English ""brembel"" ""bræmbel"" later ""brémel"" ""brǽmel"". A rough prickly shrub; spec. the blackberry-bush. Used  in garlands in fabric decorations.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",blackberry,,
836,Espiga,,836,Ear,,,"n. A term inherited from Germanic. The representation of the compact flowering spike or seed-bearing head of certain cereal grasses, as wheat, barley, and rye.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]","sprig, spike",,
783,Orla,,783,Frame,,,"n. A term with no clear origin, from the Middle English ""freame"" ""frame"" ""ffraame"" ""fframe"". A surrounding structure such as a border or case in which something, esp. a picture, pane of glass, etc., is set or let in.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",border,,
,,,,,,,,,,,
785,Rosa,,785,Rose,,,"n. From the classical Latin ""rosa"" and the development of Anglo-Normal and Old French ""rose"". From the Old English ""hrose"" ""ros"" and Middle English ""roos"" ""roose"" ""rose"". It refers to the representaton of the flower or a flowering stem of any of numerous wild and cultivated plants of the genus Rosa typically red, white, or yellow, and often scented, but also occurring in a wide variety of other forms and colours. ","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
886,Margarita,,886,Daisy,,,"n. Usually known as daisy, but also marguerite, it is a term form the Old English ""dæges"" and the Middle English ""dayesye"" ""daysie"", among others, meaning the eye of the day. The denomination marguerite is borrowed from the French ""marguerite"". It refers to the representation of the common daisy, ""Bellis perennis"", a familiar and favourite flower of the British Isles and Europe generally, having small flat flower-heads with yellow disk and white ray (often tinged with pink), which close in the evening; it grows abundantly on grassy hills, in meadows, by roadsides, etc., and blossoms nearly all the year round; many varieties are cultivated in gardens.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
,,,,,,,,,,,
788,Cardina,,788,Carline,,,"n. From the French ""carline"" and the medieval Latin ""carlina"". A representation of the genus of composite plants, closely allied to the thistles, and hence generally called Carline Thistle. The common species grows on dry soil, and is conspicuous for the straw-coloured, hygrometric involucre which surrounds the dull purple disk of the flower. It was a common gothic style decoration, made in stone, for example.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
789,Escudo,,789,Badge,,,"n. From an uncertain origin, but related to the Anglo-Norman ""bage"". The Middle English forms ""baggys"" ""bageous"" lately ""badg"" ""bage"" ""baig"" into others. A representation of a heraldic symbol worn as an identifying mark by a knight and his retainers. Lately means any distinctive device, emblem, or mark worn to indicate a person's affiliation, rank, office, name, etc., or membership of an organization or support for a cause.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",emblem,,
,,,,,,,,,,,
791,Encaje,,791,Lace,,,"n. From the Latin ""lace"" meaning a noose, and the Anglo-Norman ""lac, lasse"".  And from the French ""blonde"". A representation of an open-work fabric and ornamental textile consisting of a network of threads formed into a design. without the aid of a ground fabric, what differs from embroidery. The threads are knotted or twisted together, to form the patterns. It is either made by hands with bobbins and pins, with needles with hooks, or by machinery.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com];  Phipps, Elena. Looking at Textiles. A guide to technical terms. Los Angeles: Getty Publications, 2011;  Tortora, Phyllis, y Ingrid Johnson. The Fairchild Books Dictionary of Textiles, 2015.",,,
887,Lirio,,887,Lily,,,"n. A term from the Old English ""lilie"" and the Latin ""lilium"".  It refers to the representation of any plant (or its flower) of the genus Lilium (family Liliaceæ) of bulbous herbs bearing at the top of a tall slender stem large showy flowers of white, reddish, or purplish colour, often marked with dark spots on the inside.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
793,Vid,,793,Vine,,,"n. From the French ""vigne"" ""vine"". It refers to the representation as a motif of the trailing or climbing plant, Vitis vini-fera, bearing the grapes from which ordinary wine is made.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
797,Lista,,797,Strip,,,"n. A term from Middle Low German or Middle Dutch ""strîpe"". It refers to a decorative pattern or design tha is formed by straight lines in a plain background. That is, a portion of the surface long in proportion to its breadth, or uniform width, differing from the adjacent parts.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com];  Tortora, Phyllis, y Ingrid Johnson. The Fairchild Books Dictionary of Textiles, 2015.", band,,
835,Flor de loto,,835,Lotus,,,"n. From the Latin ""lōtus"". It refers to the representation of Any of the several water lilies of the genus Nymphaea.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
,,,,,,,,,,,
782,Custodia,,782,Custody,,,"n. From the Latin ""custōdia"" and the French ""custode"" meaning vessel. It refers to the representation of the container, the vessel or box used for holding or carrying the consecrated bread or host of the Eucharist to be displayed to the faithfuls.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
786,Tulipán,,786,Tulip,,,"n. A term formely known as ""tulipa"". A representation of the the bulbous plant of the genus Tulipa (N.O. Liliaceæ) introduced from Turkey into Western Europe in the 16th cent., and since extensively cultivated in very numerous varieties, blooming in spring, with broad bell-shaped or cup-shaped, usually erect, showy flowers, of various colours and markings; also, the flower itself.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
787,Cesta,,787,Basket,,,"n. A term, possibly, from the Latin ""bascauda"". In Middle English ""basket"" ""baskett"" ""basquet"". A representation of a  A vessel of wickerwork, made of plaited osiers, cane, rushes, bast, or other materials.","Roberts A., Edward. A Comprehensive Etymological Dictionary of the Spanish Language with Families of Words Based on Indo-European Roots. Bloomington: Xlibris, 2014; Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
,,,,,,,,,,,
,,,,,,,,,,,
790,Cáliz,,790,Chalice,,,"n. From the Latin ""calix"" ""calic-em"". In Early Old English ""cęlic"", Old English ""cel(i)c"" ""cælc"" ""calic"" among others, and Middle English ""calc"" ""calch"" ""chales"" ""challyce"" ""challice"". A representation of the drinking-cup or goblet, mainly religious, used during the Mass. That is, the cup in which the wine is administered in the celebration of the eucharist.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
,,,,,,,,,,,
792,Crismón,,792,Chi-Ro,,,"n. This term is formed by two letters of the Greek alphabet ""ΧΡΙΣΤΟΣ"" meaning Christ, that lately are joined in the monogram ""☧"". It is the representation of the onogram used to symbolize the name of Christ. ","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]","Chi Ro, chrismon",,
888,Anagrama de María,,888,Virgin Mary anagram,,,"From the Modern Latin ""anagramma"" and the French ""anagramme"". Previously in English ""anagrame"" ""anagramm(e)"". It is the representation of the anagram related to the Virgin Mary, that is, the symbol or emblem which contents the initial letters.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
794,Candelabro,,794,Candelabra,,,"n. From the Latin ""candelabrum"", related with ""candēla"" meaning candle. It is the representation of an ornamental stand branched candlestick holding a number of candles; a chandelier.","Roberts A., Edward. A Comprehensive Etymological Dictionary of the Spanish Language with Families of Words Based on Indo-European Roots. Bloomington: Xlibris, 2014.","candelabrum, chandelier",,
,,,,,,,,,,,
796,Sagrado corazón,,796,Sacred Heart,,,"It is the representation of the image of Jesuschrist, a devotional picture of the Sacred Heart. ","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
889,Evangelista,,889,Evangelist,,,"n. From the Middle English ""ewan(i)geliste"" ""evangelyste"" ""euuangelist"" among other forms. It refers to any representation of the Four Gospels, either Matthew, Mark, Luke or John. ","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
798,Tetramorfos,,798,Tetramorph,,,"n. From the Greek ""τετράμορϕον"" meaning four-shaped. In Christian art, a composite figure combining the symbols of the four evangelists.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
799,Disposición,,799,Disposition,,,"n. From the Latin ""distribūtiōn-em"". The action or result of the division and dealing out in portions along a fabric of all the decorative elements and motifs.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
