ID-ES,TERM-ES,INITIAL DEFINITION,QUALIFIER,FINAL DEFINITION,BiBLIOGRAPHY,SYNONYMS,ASSOCIATED TERMS,FACET,HIERARCHY (PARENT),skos:exactMatch,skos:closeMatch,"
",A MEJORAR EN LA GETTY,,,,,,,,,,
773,Ángel,"Término genérico para espíritu ministrante o mensajero divino conocido en varias teologías, y que forma parte de una orden de seres espirituales superiores al hombre en poder e inteligencia. En el judaísmo, cristianismo, islamismo y otras teologías, es asistente y mensajero de la deidad.",,"Del lat. tardío angĕlus, y este del gr. ἄγγελος ángelos; propiamente 'mensajero. Término genérico para espíritu ministrante o mensajero divino conocido  en varias teologías, y que forma parte de una orden de seres espirituales superiores al hombre en poder e inteligencia. En el Cristianismo son seres celestes que adoran a Dios con forma antropomórifca alada.Puede representar al evangelista Mateo.",«Art & Architecture Thesaurus (Getty Research Institute)». Accedido 20 de noviembre de 2018. http://www.getty.edu/research/tools/vocabularies/aat/.,,,"http://vocab.getty.edu/aat/300264087, http://data.silknow.org/vocabulary/facet/figure",817,,http://vocab.getty.edu/aat/300379004,,,,,,,,,,,,
774,Dragón,"Monstruo mitológico, representado como un reptil enorme y terrible, usualmente combinando estructura de anfibios y cocodrilos, con garras fuertes, como una bestia o ave de presa, y con piel escamada; generalmente se le representa alado, y en ocasiones con la capacidad de expulsar fuego por la boca. El dragón heráldico combina las formas de los mamíferos y los reptiles adicionando las alas.",,"Del lat. draco, -ōnis, y este del gr. δράκων drákōn. Es un animal mítico de origen oriental que generalmente se representa como un gran reptil mezcla de estructura de anfibio y cocodrilo, con garras fuertes y cubierto de escamas. Generalmente alado y también lanzando llamas y en ocasiones con varias cabezas.  Se cree que simbolizaba el rayo surcando la nube, y ha sido considerado el genio del mal. En las leyendas posteriores al cristianismo San Miguel lo derriba, San Jorge lo atraviesa con su lanza y Santa Marta lo abate con una oración. En la Heráldica es una figura de fantasía que combina formas de diferentes animales e incluso se le llega a representar con cara humana. En la ornamentaria, es una figura también fantástica  y que se presta a múltiples interpretaciones como el grifo y la quimera. Se encuentra en los tejidos de inspiración oriental y también en aquellos con motivos heráldicos. ","«Art & Architecture Thesaurus (Getty Research Institute)». Accedido 20 de noviembre de 2018. http://www.getty.edu/research/tools/vocabularies/aat/; Meyer, Franz. Manual de Ornamentacion. Barcelona: Gustavo Gil S.A., 1965.",,,"http://vocab.getty.edu/aat/300264087,http://data.silknow.org/vocabulary/facet/fantastic",849,,http://vocab.getty.edu/aat/300375726,,,,,,,,,,,,
775,Cenefa,"Del ár. hisp. ṣanífa.
f. Lista sobrepuesta o tejida en los bordes de las cortinas, doseles, pañuelos, etc., de la misma tela y a veces de otra distinta.",,"Del ár. hisp. ṣanífa. Lista sobrepuesta o tejida en los bordes de las cortinas, doseles, pañuelos, etc., de la misma tela y a veces de otra distinta. Cuando se em,plea en tejido también puede ser  un dibujo de ornamentación que se pone a lo largo, a modo de franja o lista y suele consistir en elementos repetidos de un mismo adorno. En las casullas corresponde a la lista de en medio, la cual suele ser de tela o de color diferente a la de los lados.",«Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/;,,,http://vocab.getty.edu/aat/300264087,"
",,,,,,,,,,,,,,
776,Greca,"Usado para motivos consistentes en formas geométricas repetitivas situadas, lineares, usualmente angulares, en una banda continua. Para motivos similares, no circunscritos a una banda, especialmente calado, use “fretes.”",,"Del lat. Graecus, y este del gr. Γραικός Graikós.  Adorno consistente en una faja más o menos ancha en que se repite la misma combinación de elementos decorativos, y especialmente la compuesta por líneas que forman ángulos rectos y formas geométricas repetitivas. ",«Art & Architecture Thesaurus (Getty Research Institute)». Accedido 20 de noviembre de 2018. http://www.getty.edu/research/tools/vocabularies/aat/.,,,"http://vocab.getty.edu/aat/300264087, http://data.silknow.org/vocabulary/facet/geom_comp",816,,http://vocab.getty.edu/aat/300010155,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
778,Cruz griega,Cruces cuyos brazos verticales y horizontales son de igual longitud.,,Cruces cuyos brazos verticales y horizontales son de igual longitud.,«Art & Architecture Thesaurus (Getty Research Institute)». Accedido 20 de noviembre de 2018. http://www.getty.edu/research/tools/vocabularies/aat/.,,,http://vocab.getty.edu/aat/300264087,817,,http://vocab.getty.edu/aat/300010071,,,,,,,,,,,,
779,Cruz latina,"Cruces compuestas de una larga barra vertical atravesada por una horizontal corta en un punto cerca de la tercera parte de la larga barra superior, resultando una cruz que tiene tres brazos cortos, en la parte superior y los lados, y el brazo largo en la parte inferior. Se utiliza como un símbolo cristiano de la crucifixión de Cristo, aunque el símbolo existía en las sociedades pre-cristianas.",,"Cruz compuesta de una larga barra vertical que es atravesada perpendicularmente por otra horizontal que tiene una proporción de 3/4 respecto al segmento más largo. Resultando una cruz que tiene tres brazos cortos, en la parte superior y los lados, y un brazo largo en la parte inferior. Se utiliza como un símbolo cristiano de la crucifixión de Cristo, aunque el símbolo existía en las sociedades pre-cristianas.",«Art & Architecture Thesaurus (Getty Research Institute)». Accedido 20 de noviembre de 2018. http://www.getty.edu/research/tools/vocabularies/aat/.,,,http://vocab.getty.edu/aat/300264087,817,,http://vocab.getty.edu/aat/300010072,,,,,,,,,,,,
780,Capullo,"Quizá de capillo, infl. en su t. por la del lat. cucullus 'capucho'.
Motivo decorativo usado, entre otros, en tejidos. Puede ser una representación del botón de las flores, especialmente de la rosa,  o también un capullo de oruga que se convertirá en mariposa.
m. Botón de las flores, especialmente de la rosa.",motivo,"Quizá de capillo, infl. en su t. por la del lat. cucullus 'capucho'.  Puede ser una representación del botón de las flores, especialmente de la rosa. Es la representación de la flor que todavía no ha abierto los pétalos. En tejido, estos motivos aparecen representados a menudo en las composiciones florales.",«Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/;,,,http://vocab.getty.edu/aat/300264087,743,,,,,,,,,,,,,,
781,Zarza,"Del ant. sarza, voz de or. prerromano.
f. Arbusto de la familia de las rosáceas, con tallos sarmentosos, arqueados en las puntas, prismáticos, de cuatro a cinco metros de largo, con aguijones fuertes y con forma de gancho, hojas divididas en cinco hojuelas elípticas, aserradas, lampiñas por el haz y velludas por el envés, flores blancas o róseas en racimos terminales, y cuyo fruto, comestible, es la zarzamora.
",,"Del ant. sarza, voz de or. prerromano. Arbusto de la familia de las rosáceas, con tallos sarmentosos, arqueados en las puntas, prismáticos, de cuatro a cinco metros de largo, con aguijones fuertes y con forma de gancho, hojas divididas en cinco hojuelas elípticas, aserradas, lampiñas por el haz y velludas por el envés. Sus flores son blancas o róseas en racimo, y cuyo fruto, comestible, es la zarzamora. En tejido suele utilizarse en algunas representaciones generalmente estilizadas que acompañan a otro tipo de motivos decorativos a modo de guirnalda u orla.",«Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/;,,,"http://vocab.getty.edu/aat/300264087, http://data.silknow.org/vocabulary/facet/plant",744,,,,,,,,,,,,,,
836,Espiga,"Del lat. spica.
1. f. Inflorescencia cuyas flores son hermafroditas y están sentadas a lo largo de un eje; como en el llantén.
2.  f. Motivo ornamental. Las calidades ornamentales de la espiga no son muchas; sin embargo, presenta una estructura que no carece de estética, sobre todo como objeto de ritmo alternante dentro de la disposición de sus elementos constituyentes. Ha sido considerada como emblema de la fecundidad y atributo solar; significa, también la idea de germinación y crecimiento. Usada en los diseños de tejidos de uso religioso.",,"Del lat. spica. Inflorescencia cuyas flores son hermafroditas y están sentadas a lo largo de un eje; como en el llantén. En tejido sirve como motivo decorativo, como símbolo de la abundancia y fertilidad, mientras que en tejidos religiosos se asocia al cuerpo eucarístico de Cristo. ","«Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/;Becker, Udo. Enciclopedia de Los Símbolos. Barcelona: Tèia, 2008.",,,"http://vocab.getty.edu/aat/300264087, http://data.silknow.org/vocabulary/facet/plant",744,,,,,,,,,,,,,,
783,Orla,"Áreas ornamentales de distinto modelo, material, color o forma alrededor del borde o límite de algo. Con respecto a los tapices específicamente, se refiere a las áreas alrededor del campo central fuera de la guarda interna y dentro de la guarda que bordea los lados exteriores del tapiz.",,"Del lat. orŭla, dim. de ora 'borde. Área ornamental  hecha de distinto modelo, material, color o forma  que el fondo. Se dispone alrededor del borde o límite de algo, enmarcándolo. Con respecto al tejido, las orlas aparecen rodeando o envolviendo, conteniendo lo que queda dispuesto en su interior, como escenas o motivos.  ",«Art & Architecture Thesaurus (Getty Research Institute)». Accedido 20 de noviembre de 2018. http://www.getty.edu/research/tools/vocabularies/aat/; «Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/.,,,http://vocab.getty.edu/aat/300264087,819,,http://vocab.getty.edu/aat/300010252,,,,,,,,,,,,
,,,,,,,,,,,http://vocab.getty.edu/aat/300164902,,,,,,,,,,,,
785,Rosa,"Del lat. rosa.
1. f. Flor del rosal, notable por su belleza, la suavidad de su fragancia y su color. Suele llevar el mismo calificativo de la planta que la produce. Rosa de Alejandría, de pitiminí.
2. adj. Dicho de un color: Rojo muy pálido, como el de la rosa común. U. t. c. s. m",,"Del lat. rosa. Flor del rosal, notable por su belleza, la suavidad de su fragancia y su color. Suele llevar el mismo calificativo de la planta que la produce. La rosa blanca se utiliza también en relación con la Virgen María, asociada a la pureza. En la tradición cristiana, la rosa roja representa la sangre de los mártires y la resurrección, y las espinas se ascocian a la corona de espinas y martirio de Cristo.","«Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/; Becker, Udo. Enciclopedia de Los Símbolos. Barcelona: Tèia, 2008.",,,"http://vocab.getty.edu/aat/300264087, http://data.silknow.org/vocabulary/facet/flowers",743,,,,,,,,,,,,,,
886,Margarita,"Del lat. margarīta 'perla', y este del gr. μαργαρίτης margarítēs.
f. Planta herbácea de la familia de las compuestas, de 40 a 60 cm de altura, con hojas casi abrazadoras, oblongas, festoneadas, hendidas en la base, y flores terminales de centro amarillo y corola blanca, que es muy común en los sembrados.",,"Del lat. margarīta 'perla', y este del gr. μαργαρίτης margarítēs.  Planta herbácea de la familia de las compuestas, de 40 a 60 cm de altura, con hojas casi abrazadoras, oblongas, festoneadas, hendidas en la base, y flores terminales de centro amarillo y corola blanca, que es muy común en los sembrados. En el arte medieval constituye un atributo mariano, símbolo de la vida eterna y redención.","«Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/; Becker, Udo. Enciclopedia de Los Símbolos. Barcelona: Tèia, 2008.",,,"http://vocab.getty.edu/aat/300264087, http://data.silknow.org/vocabulary/facet/flowers",743,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
788,Cardina,"Arq. Hoja parecida a la del cardo que se usa como motivo ornamental del estilo gótico.

Motivo ornamental propio de la arquitectura gótica, que consiste en elementos vegetales similares a las hojas del cardo, generalmente rizadas. Suelen adornar todos los elementos arquitectónicos: pináculos*, arquivoltas*, repisas*, frisos*, etc. También se le conoce con el nombre de cardo o cardencha
Motivo ornamental consistente en la representación de las hojas del cardo.
",,"Motivo ornamental del estilo gótico que consiste en elementos vegetales similares a las hojas del cardo, generalmente rizadas. Suelen adornar todos los elementos arquitectónicos. ","«Tesauros - Diccionarios del patrimonio cultural de España - Diccionario de Materias». Accedido 20 de noviembre de 2018. http://tesauros.mecd.es/tesauros/materias.html. Ocampo, Estela. “Diccionario de Términos Artísticos y Arqueológicos.” Barcelona: Icaria Editorial S.A., 1988;  «Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/.",,,"http://vocab.getty.edu/aat/300264087, http://data.silknow.org/vocabulary/facet/plant",744,,,,,,,,,,,,,,
789,Escudo,"Del lat. scutum.
Campo, superficie o espacio de distintas formas en que se pintan los blasones de un estado, población, familia, corporación, etc. Los elementos del escudo son: el campo, o superficie del escudo por su interior.",,"Del lat. scutum. Campo, superficie o espacio de distintas formas en que se pintan los blasones de un estado, población, familia, corporación, etc. Los elementos del escudo son: el campo, o superficie del escudo por su interior. En heráldica, el escudo es el elemento central  sobre el que se representan las armas. ","Fatás, Guillermo, y M. Borrás, Gonzalo. Diccionario de términos de arte y elementos de arqueología, heráldica y numismática. Madrid: Alianza Editorial, 2012; «Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/; ",,,"http://vocab.getty.edu/aat/300264087, http://data.silknow.org/vocabulary/facet/objects",746,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
791,Encaje,Diseños tejidos en los que formas divididas en secciones rodean un gran motivo floral central en un motivo geométrico que asemeja encaje o red; popular en Inglaterra entre 1690 y 1730.,motivo,"De en- y caja. Diseños tejidos, en los que formas divididas en secciones rodean un gran motivo floral central con un motivo geométrico que asemeja encaje o red; popular en Inglaterra entre 1690 y 1730.","«Art & Architecture Thesaurus (Getty Research Institute)». Accedido 20 de noviembre de 2018. http://www.getty.edu/research/tools/vocabularies/aat/.
",,,"http://vocab.getty.edu/aat/300264087, http://data.silknow.org/vocabulary/facet/objects",742,,,,,,,,,,,,,,
887,Lirio,"Del lat. lilium. Planta herbácea, vivaz, de la familia de las iridáceas, con hojas radicales, erguidas, ensiformes, duras, envainadoras y de 30 a 40 cm de largo, tallo central ramoso, de 50 a 60 cm de altura, flores terminales grandes, de seis pétalos azules o morados y a veces blancos, fruto capsular con muchas semillas, y rizoma rastrero y nudoso.",,"Del lat. lilium. Planta herbácea, vivaz, de la familia de las iridáceas, con hojas radicales, erguidas, ensiformes, duras, envainadoras y de 30 a 40 cm de largo, tallo central ramoso, de 50 a 60 cm de altura, flores terminales grandes, de seis pétalos azules o moradas y a veces blancas, fruto capsular con muchas semillas, y rizoma rastrero y nudoso.Símbolo de la luz, en el arte cristiano en relación con las figuraciones marianas representa la pureza, la inocencia y la virginidad.  También es símbolo de la realeza.","Becker, Udo. Enciclopedia de Los Símbolos. Barcelona: Tèia, 2008; «Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/.",,,"http://vocab.getty.edu/aat/300264087, http://data.silknow.org/vocabulary/facet/flowers",743,,,,,,,,,,,,,,
793,Vid,,,"Del lat. vitis. Planta vivaz y trepadora de la familia de las vitáceas, con tronco retorcido, vástagos muy largos, flexibles y nudosos, cuyo fruto es la uva. Símbolo de plenitud y de vida, de la reencarnación y de la Iglesia cristiana.","«Art & Architecture Thesaurus (Getty Research Institute)». Accedido 20 de noviembre de 2018. http://www.getty.edu/research/tools/vocabularies/aat/;  Becker, Udo. Enciclopedia de Los Símbolos. Barcelona: Tèia, 2008; «Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/.","parra, racimo de uvas",,"http://vocab.getty.edu/aat/300264087, http://data.silknow.org/vocabulary/facet/plant",744,,http://vocab.getty.edu/aat/300132406,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
797,Lista,"Del germ. *lîsta; cf. a. al. ant. y nórd. lîsta, ingl. list 'franja', 'orillo'.
f. Señal larga y estrecha o línea que, por combinación de un color con otro, se forma artificial o naturalmente en un cuerpo cualquiera, y con especialidad en telas o tejidos.
",,"Del germ. lîsta; cf. a. al. ant. y nórd. lîsta, ingl. list 'franja', 'orillo'. Señal larga y estrecha o línea que, por combinación de un color con otro, se forma artificial o naturalmente en un cuerpo cualquiera, y con especialidad en telas o tejidos.
",«Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/;,listas,,"http://vocab.getty.edu/aat/300264087, http://data.silknow.org/vocabulary/facet/stripes",816,,,,,,,,,,,,,,
835,Flor de loto,"Motivos decorativos de flores o capullos sumamente convencionalizados derivados de ciertas plantas egipcias; común en el antiguo arte egipcio, en el clasicismo y en antemios.",,"Del lat. flos, floris y del lat. lotos, y este del gr. λωτός lōtós. Motivos decorativos de flores o capullos sumamente convencionalizados derivados de ciertas plantas egipcias. La flor de loto se cierra cada día al anochecer y  desaparece para volverse a abrir cada mañana en dirección al sol,  surgiendo de las aguas del río,  por ello, está relacionada con la resurrección.","«Art & Architecture Thesaurus (Getty Research Institute)». Accedido 20 de noviembre de 2018. http://www.getty.edu/research/tools/vocabularies/aat/; 
«Tesauros - Diccionarios del patrimonio cultural de España - Diccionario de Materias». Accedido 20 de noviembre de 2018. http://tesauros.mecd.es/tesauros/materias.html.",,,"http://vocab.getty.edu/aat/300264087, http://data.silknow.org/vocabulary/facet/flowers",817,,http://vocab.getty.edu/aat/300165258,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
782,Custodia,"Objeto comunmente de orfebrería, que reposa, si es sencillo, sobre un pie trabajado; sirve para mostrar la Hostia a la adoración de los fieles. Puede adoptar
formas arquitectónicas muy complejas, imitando templetes o construcciones de varios pisos.",,"Del lat. custodia. Objeto normalmente de orfebrería, que sirve para mostrar la Hostia consagrada a la adoración de los fieles. Puede adoptar formas arquitectónicas muy complejas, imitando templetes o construcciones de varios pisos.","Fatás, Guillermo, y M. Borrás, Gonzalo. Diccionario de términos de arte y elementos de arqueología, heráldica y numismática. Madrid: Alianza Editorial, 2012; Becker, Udo. Enciclopedia de Los Símbolos. Barcelona: Tèia, 2008.",,,"http://vocab.getty.edu/aat/300264087, http://data.silknow.org/vocabulary/facet/objects",817,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
786,Tulipán,"Del fr. tulipan, y este del turco tülbent 'turbante'.
 m. Planta herbácea de la familia de las liliáceas, vivaz, con raíz bulbosa y tallo liso de 40 a 60 cm de altura, hojas grandes, radicales, enteras y lanceoladas, flor única en lo alto del escapo, grande, globosa, de seis pétalos de hermosos colores e inodora, y fruto capsular con muchas semillas.",,"Del fr. tulipan, y este del turco tülbent 'turbante.  Planta herbácea de la familia de las liliáceas, vivaz, con raíz bulbosa y tallo liso de 40 a 60 cm de altura, hojas grandes, radicales, enteras y lanceoladas, flor única en lo alto del escapo, grande, globosa, de seis pétalos de hermosos colores e inodora, y fruto capsular con muchas semillas. Aparece a menudo como motivo en los tejidos.",«Real Academia Española». Accedido 27 de enero de 2020. https://dle.rae.es/tulip%C3%A1n?m=form,,,"http://vocab.getty.edu/aat/300264087, http://data.silknow.org/vocabulary/facet/flowers",743,,,,,,,,,,,,,,
787,Cesta,"Del lat. cista.
 f. Recipiente tejido con mimbres, juncos, cañas, varillas de sauce u otra madera flexible, que sirve para recoger o llevar ropas, frutas y otros objetos.",,"Del lat. cista. Recipiente tejido con mimbres, juncos, cañas, varillas de sauce u otra madera flexible, que sirve para recoger o llevar ropas, frutas y otros objetos. En el textil aparecen muchas veces representadas llenas de flores o frutos y envueltas por orlas.","«Real Academia Española». Accedido 27 de enero de 2020. 
 https://dle.rae.es/cesta?m=form",,,"http://vocab.getty.edu/aat/300264087, http://data.silknow.org/vocabulary/facet/objects",742,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
790,Cáliz,"Vasijas eclesiásticas para beber usadas en la Iglesia Protestante desde la Reforma, algunas veces en forma de una copa de vino o vaso. Para otras vasijas eclesiásticas para beber, generalmente más decoradas, use ""cáliz"".",,"Del lat. calix, -ĭcis 'copa'.Vaso sagrado de oro o plata que sirve en la misa para echar el vino que se ha de consagrar. En los textiles religiosos aparece este motivo en los tejidos que se usan para la eucaristía.","«Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es; «Art & Architecture Thesaurus (Getty Research Institute)». Accedido 20 de noviembre de 2018. http://www.getty.edu/research/tools/vocabularies/aat/.
",,,"http://vocab.getty.edu/aat/300264087, http://data.silknow.org/vocabulary/facet/objects",817,,,,,,,,,,,,,,
,,,,,,,,,,,http://vocab.getty.edu/aat/300197310,,,,,,,,,,,,
792,Crismón,"Formas que aparecen como la letra ""P"" cruzada por la letra ""X"", en realidad, las dos primeras letras de la palabra griega que significa ""Cristo"", chi y rho, usadas para simbolizar el nombre en la iconografía cristiana.",,"
Del lat. mediev. chrismon, y este acrón. de lat. Christi monogramma 'monograma de Cristo'.  Cualquiera de las representaciones del monograma de Cristo formado por las iniciales griegas del nombre ""P"" cruzada por la letra ""X"", en realidad, las dos primeras letras de la palabra griega que significa ""Cristo"", chi y rho, usadas para simbolizar el nombre en la iconografía cristiana. Antiguamente J y X como monograma de Jesucristo. Con frecuencia las dos letras aparecen circunscritas en un círculo, con lo que evocan la imagen de la rueda que se corresponde con la simbología cósmica y solar. Otras veces, se añade el alfa y omega o los símbolos del sol y la luna que aluden a la cricifixión.","«Art & Architecture Thesaurus (Getty Research Institute)». Accedido 20 de noviembre de 2018. http://www.getty.edu/research/tools/vocabularies/aat/;  «Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/; Becker, Udo. Enciclopedia de Los Símbolos. Barcelona: Tèia, 2008.","emblema de Jesús, crismones, cruz de crisma",,"http://vocab.getty.edu/aat/300264087, http://data.silknow.org/vocabulary/facet/symbols",817,,http://vocab.getty.edu/aat/300310602,,,,,,,,,,,,
888,Anagrama de María,,,"Del fr. anagramme o del lat. mod. anagramma. Símbolo o emblema, constituido por las letras A y M que corresponden al Ave María, como saludo de la Vigen. En el centro contiene una estrella que irradia luz a las tres coronas de los reyes de oriente. En la parte superior tiene una corona real como símbolo.",,emblema de María,,"http://vocab.getty.edu/aat/300264087, http://data.silknow.org/vocabulary/facet/symbols",817,,,,,,,,,,,,,,
794,Candelabro,"1. Soporte para dos o más velas, que tiene dos o más brazos que se sustentan sobre un pie
2. Coronamiento o remate en forma de balaustre.
Motivos basados en la forma de candelabro, por lo general tallado o pintado y se utiliza en los paneles verticales de decoración.",,"Del lat. candelābrum. Soporte para dos o más velas, que tiene dos o más brazos que se sustentan sobre un pie. Aparecen representados en textiles, generalmente decorando tejidos en franjas o cenefas.","Fatás, Guillermo, y M. Borrás, Gonzalo. Diccionario de términos de arte y elementos de arqueología, heráldica y numismática. Madrid: Alianza Editorial, 2012; «Art & Architecture Thesaurus (Getty Research Institute)». Accedido 
20 de noviembre de 2018. 
http://www.getty.edu/research/tools/vocabularies/aat/.
",,,"http://vocab.getty.edu/aat/300264087, http://data.silknow.org/vocabulary/facet/objects",742,,http://vocab.getty.edu/aat/300265618,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
796,Sagrado corazón," Sagrado Corazón de Jesús es la devoción referida al corazón de Jesucristo, como un símbolo de amor divino.",,"Del lat. sacrātus y der. del lat. cor. El Sagrado Corazón de Jesús es la devoción referida al corazón de Jesucristo, como un símbolo de amor divino. Se representa un corazón en el centro, símbolo de Cristo, la cruz en la parte superior como símbolo de la Redención, la corona de espinas que envuelve al corazón como símbolo de la realeza de Cristo al tiempo que representa el sufrimiento que lleva hacer la Voluntad de Dios, las llamas bajo la cruz salen del Sagrado Corazón y representan la Caridad. La herida abierta del corazón simboliza la herida del costado de Cristo de la que emana sangre y agua como símbolo de la Eucaristía. Todo está envuelto por unos rayos de luz como representación del Espíritu Santo. Fue a partir del siglo XVIII que el tema del sagrado corazón entraría definitivamente en el repertorio de la iconografía católica.","Mazariegos, Emilio L. (2006). Corazón en llamas. Espiritualidad del Corazón de Jesús (2ª edición). México, D. F.: Publicaciones Paulinas.",,,"http://vocab.getty.edu/aat/300264087, http://data.silknow.org/vocabulary/facet/symbols",817,,,,,,,,,,,,,,
889,Evangelista,"Predicadores ocasionales sin un cargo pastoral fijo.
Cada uno de los cuatro discípulos de Jesús con cuyo nombre se designa uno de los cuatro Evangelios.",,"Del lat. tardío evangelista, y este del gr. εὐαγγελιστής euangelistḗs. Cada uno de los cuatro discípulos de Jesús con cuyo nombre se designa uno de los cuatro Evangelios.",«Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/.,,,"http://vocab.getty.edu/aat/300264087, http://data.silknow.org/vocabulary/facet/figure",817,,http://vocab.getty.edu/aat/300025762,,,,,,,,,,,,
798,Tetramorfos,"Conjunto de los símbolos de los cuatro evangelistas: hombre (San Mateo), buey (San Lucas), león (San Marcos), águila (San Juan).",,"
Del gr. τετράμορφος tetrámorphos 'que tiene cuatro formas'. Conjunto de los símbolos de los cuatro evangelistas: hombre (San Mateo), buey (San Lucas), león (San Marcos), águila (San Juan).","Fatás, Guillermo, y M. Borrás, Gonzalo. Diccionario de términos de arte y elementos de arqueología, heráldica y numismática. Madrid: Alianza Editorial, 2012.",,,"http://vocab.getty.edu/aat/300264087, http://data.silknow.org/vocabulary/facet/symbols",817,,,,,,,,,,,,,,
799,Disposición," f. Acción y efecto de distribuir o distribuirse.
Partes de un diseño reservado a la ornamentación, que incluyen adornos y embellecimientos
Colocación ordenada o distribución pertinente de los distintos elementos de un diseño. 
",,"
Del lat. dispositio, -ōnis. Colocación ordenada o distribución pertinente de los distintos elementos de un diseño. ","Casares, Julio. Diccionario ideológico de la Lengua Española. Barcelona: Editorial Gili S.A., 1981; «Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/.",,,http://vocab.getty.edu/aat/300009699,http://vocab.getty.edu/aat/300009699,,,,,,,,,,,,,,
800,Disposición simétrica,"Un diseño simétrico es una figura que incluye dos o mas partes de forma, tamaño y contenido idénticos
La simetría describe las unidades fundamentales del diseño que estan colocados y diseminados de tal manera que forman un diseño.
 Es la que permite que se obtenga un retrato bilateral que tiene como espina dorsal un eje de simetría. A los lados de este aparecen formas iguales a la misma distancia de él que serán las que permitan crear ese citado retrato. En el tejido 
Correspondencia exacta en forma, tamaño y posición de las partes de un todo.
Regularidad extrema de equilibrio logrado por la  correspondencia de unidades composicionales idénticas a cada lado de un  eje central.",,"Del lat. symmetrĭa, y este del gr. συμμετρία symmetría. Llamada así a la disposición en la que el diseño se forma  a partir de dos mitades, donde una de ellas se obtiene por la reflexión a espejo de la otra.","Lekka, Lila, and Sofia Dascalopoulos. ‘Motifs and Symmetry Characteristics of the Ornamentation on Traditional Greek Woven Textiles from the Area of the Aegean’. Fibres & Textiles in Eastern Europe 16, no. 3 (2008): 68; «Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/; «Art & Architecture Thesaurus (Getty Research Institute)». Accedido 20 de noviembre de 2018. http://www.getty.edu/research/tools/vocabularies/aat/.","disposición bilateral, disposición a espejo
",,http://vocab.getty.edu/aat/300009699,799,,http://vocab.getty.edu/aat/300065748,,,,,,,,,,,,
801,Disposición asimétrica,Falta de simetría.,,Del gr. ἀσυμμετρία asymmetría.  Cuando un diseño carece de simetría y por tanto el dibujo se debe ejecutar entero. ,«Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/.,,,http://vocab.getty.edu/aat/300009699,799,,,,,,,,,,,,,,
802,Disposición en zigzag,,,"Del fr. zigzag. Línea que en su desarrollo forma ángulos alternativos, entrantes y salientes. Utlizada para fondos de tejidos y decoraciones concretas.",«Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/.,,,"http://vocab.getty.edu/aat/300009699, http://data.silknow.org/vocabulary/facet/geom_comp",799,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
804,Disposición a espejo invertido,,,La rotación permite que un motivo se repita a intervalos regulares alrededor de un punto fijo imaginario (conocido como centro de rotación).,"Kraft, Kerstin. ‘Textile Patterns and Their Epistemological Functions’. TEXTILE 2, no. 3 (1 December 2004): 274–89; Lekka, Lila, and Sofia Dascalopoulos. ‘Motifs and Symmetry Characteristics of the Ornamentation on Traditional Greek Woven Textiles from the Area of the Aegean’. Fibres & Textiles in Eastern Europe 16, no. 3 (2008): 68.",,,http://vocab.getty.edu/aat/300009699,799,,,,,,,,,,,,,,
